route_id,service_id,trip_id,trip_headsign,block_id,direction_id,shape_id
14,10,199262,Oxford Valley Mall via Neshaminy Mall,1066,0,278561
14,10,199263,Oxford Valley Mall via Neshaminy Mall,1067,0,278561
14,10,199264,Oxford Valley Mall via Neshaminy Mall,1065,0,278561
14,10,199265,Oxford Valley Mall via Neshaminy Mall,1068,0,278561
14,10,199266,Oxford Valley Mall via Neshaminy Mall,1070,0,278561
14,10,199267,Oxford Valley Mall via Neshaminy Mall,1063,0,278561
14,10,199268,Oxford Valley Mall via Neshaminy Mall,1076,0,278561
14,10,199269,Oxford Valley Mall via Neshaminy Mall,1077,0,278561
14,10,199270,Oxford Valley Mall via Neshaminy Mall,1069,0,278561
14,10,199271,Oxford Valley Mall via Neshaminy Mall,1071,0,278561
14,10,199272,Oxford Valley Mall via Neshaminy Mall,1078,0,278561
14,10,199273,Oxford Valley Mall via Neshaminy Mall,1080,0,278561
14,10,199274,Oxford Valley Mall via Neshaminy Mall,1065,0,278561
14,10,199275,Oxford Valley Mall via Neshaminy Mall,1082,0,278561
14,10,199276,Oxford Valley Mall via Neshaminy Mall,1071,0,278561
14,10,199277,Oxford Valley Mall via Neshaminy Mall,1081,0,278561
14,10,199278,Byberry-Evans,1059,0,278562
14,10,199279,Byberry-Evans,1060,0,278562
14,10,199300,Frankford Transportation Center,1051,1,278565
14,10,199302,Frankford Transportation Center,1081,1,278576
14,10,199303,Frankford Transportation Center,1067,1,278575
14,10,199305,Frankford Transportation Center,1078,1,278565
14,10,199306,Frankford Transportation Center,1051,1,278565
14,10,199307,Frankford Transportation Center,1052,1,278565
14,10,199308,Frankford Transportation Center,1054,1,278578
14,10,199309,Frankford Transportation Center,1055,1,278570
14,10,199310,Frankford Transportation Center,1053,1,278565
14,10,199311,Frankford Transportation Center,1051,1,278563
14,10,199312,Frankford Transportation Center,1055,1,278570
14,10,199313,Frankford Transportation Center,1151,1,278565
14,10,199314,Frankford Transportation Center,1055,1,278576
14,10,199315,Frankford Transportation Center,1063,1,278576
14,10,199316,Frankford Transportation Center,1054,1,278575
14,10,199317,Frankford Transportation Center,1061,1,278576
14,10,199318,Frankford Transportation Center,1056,1,278576
14,10,199319,Frankford Transportation Center,1069,1,278576
14,10,199320,Frankford Transportation Center,1071,1,278576
14,10,199321,Frankford Transportation Center,1072,1,278576
14,10,199322,Frankford Transportation Center,1073,1,278572
14,10,199323,Frankford Transportation Center,1056,1,278567
14,10,199324,Frankford Transportation Center,1067,1,278571
14,10,199325,Frankford Transportation Center,1065,1,278567
14,10,199326,Frankford Transportation Center,1068,1,278567
14,10,199327,Frankford Transportation Center,1073,1,278576
14,10,199328,Frankford Transportation Center,1079,1,278576
14,10,199329,Frankford Transportation Center,1078,1,278576
14,10,199330,Frankford Transportation Center,1080,1,278565
14,10,199331,Frankford Transportation Center,1079,1,278565
14,10,199332,Frankford Transportation Center,1071,1,278567
14,10,199333,Frankford Transportation Center,1078,1,278565
14,10,199334,Frankford Transportation Center,1080,1,278565
14,10,199335,Frankford Transportation Center,1079,1,278565
14,10,199336,Frankford Transportation Center,1078,1,278565
14,10,199337,Frankford Transportation Center,1082,1,278565
14,10,199338,Frankford Transportation Center,1080,1,278565
14,10,199339,Frankford Transportation Center,1081,1,278565
14,10,199340,Frankford Transportation Center,1053,1,278572
14,10,199341,Frankford Transportation Center,1052,1,278563
14,10,199342,Frankford Transportation Center,1056,1,278565
14,10,199343,Frankford Transportation Center,1057,1,278567
14,10,199344,Frankford Transportation Center,1051,1,278572
14,10,199345,Frankford Transportation Center,1152,1,278565
14,10,199346,Frankford Transportation Center,1153,1,278567
14,10,199347,Frankford Transportation Center,1061,1,278567
14,10,199348,Frankford Transportation Center,1055,1,278575
14,10,199349,Frankford Transportation Center,1052,1,278567
14,10,199350,Frankford Transportation Center,1056,1,278575
14,10,199351,Frankford Transportation Center,1151,1,278575
14,10,199352,Frankford Transportation Center,1153,1,278567
14,10,199353,Frankford Transportation Center,1053,1,278565
14,10,199354,Frankford Transportation Center,1052,1,278565
14,10,199355,Frankford Transportation Center,1055,1,278565
14,10,199356,Frankford Transportation Center,1063,1,278576
14,10,199357,Frankford Transportation Center,1062,1,278576
14,10,199358,Frankford Transportation Center,1065,1,278576
14,10,199359,Frankford Transportation Center,1073,1,278569
14,10,199360,Frankford Transportation Center,1072,1,278567
14,10,199361,Frankford Transportation Center,1079,1,278575
14,10,199362,Frankford Transportation Center,1054,1,278563
14,10,199363,Frankford Transportation Center,1058,1,278563
14,10,199364,Frankford Transportation Center,1062,1,278563
14,10,199365,Frankford Transportation Center,1057,1,278563
14,10,199366,Frankford Transportation Center,1071,1,278563
14,10,199367,Frankford Transportation Center,1081,1,278563
14,10,199368,Frankford Transportation Center,1073,1,278563
14,10,199369,Frankford Transportation Center,1082,1,278563
14,10,199370,Frankford Transportation Center,1081,1,278563
14,10,199371,Frankford Transportation Center,1054,1,278577
14,10,199372,Frankford Transportation Center,1061,1,278577
14,10,199373,Frankford Transportation Center,1056,1,278577
14,10,199374,Frankford Transportation Center,1064,1,278577
14,10,199375,Frankford Transportation Center,1057,1,278577
14,10,199376,Frankford Transportation Center,1066,1,278577
14,10,199377,Frankford Transportation Center,1067,1,278577
14,10,199378,Frankford Transportation Center,1065,1,278577
14,10,199379,Frankford Transportation Center,1068,1,278577
14,10,199380,Frankford Transportation Center,1070,1,278577
14,10,199381,Frankford Transportation Center,1063,1,278577
14,10,199382,Frankford Transportation Center,1076,1,278577
14,10,199383,Frankford Transportation Center,1077,1,278577
14,10,199384,Frankford Transportation Center,1069,1,278577
14,10,199385,Frankford Transportation Center,1071,1,278577
14,10,199386,Frankford Transportation Center,1078,1,278577
14,10,199387,Frankford Transportation Center,1080,1,278577
14,10,199388,Frankford Transportation Center,1065,1,278577
14,10,199389,Frankford Transportation Center,1082,1,278577
14,10,199390,Frankford Transportation Center,1061,1,278568
14,10,199391,Frankford Transportation Center,1075,1,278573
14,10,199392,Frankford Transportation Center,1074,1,278573
14,10,199394,Frankford Transportation Center,1063,1,278567
16,10,199856,15th-Market,3806,0,278581
16,10,199857,15th-Market,3807,0,278581
16,10,199858,15th-Market,3810,0,278581
16,10,199859,15th-Market,3807,0,278581
16,10,199860,15th-Market,3810,0,278581
16,10,199861,15th-Market,3816,0,278581
16,10,199862,15th-Market,3802,0,278581
16,10,199863,15th-Market,3801,0,278581
16,10,199864,15th-Market,3801,0,278581
16,10,199865,15th-Market,3813,0,278581
16,10,199866,15th-Market,3803,0,278581
16,10,199867,15th-Market,3806,0,278581
16,10,199868,15th-Market,3816,0,278581
16,10,199869,15th-Market,3819,0,278581
16,10,199870,15th-Market,3813,0,278581
16,10,199871,15th-Market,3817,0,278581
16,10,199872,15th-Market,3816,0,278581
16,10,199873,15th-Market,3819,0,278581
16,10,199874,15th-Market,3290,0,278581
16,10,199875,15th-Market,3819,0,278581
16,10,199876,15th-Market,3290,0,278581
16,10,199877,15th-Market,3816,0,278581
16,10,199878,15th-Market,3819,0,278581
16,10,199879,15th-Market,3810,0,278581
16,10,199880,15th-Market,3290,0,278581
16,10,199881,15th-Market,3807,0,278581
16,10,199882,15th-Market,3801,0,278581
16,10,199883,15th-Market,3802,0,278581
16,10,199884,15th-Market,3552,0,278581
16,10,199885,15th-Market,3803,0,278581
16,10,199886,15th-Market,3554,0,278581
16,10,199887,15th-Market,3804,0,278581
16,10,199888,15th-Market,3806,0,278581
16,10,199889,15th-Market,3807,0,278581
16,10,199890,Olney Transportation Center,3801,0,278580
16,10,199891,Olney Transportation Center,3808,0,278580
16,10,199892,15th-Market,3803,0,278581
16,10,199893,15th-Market,3816,0,278581
16,10,199894,15th-Market,3810,0,278581
16,10,199895,15th-Market,3817,0,278581
16,10,199896,15th-Market,3802,0,278581
16,10,199897,15th-Market,3819,0,278581
16,10,199898,15th-Market,3801,0,278581
16,10,199899,15th-Market,3813,0,278581
16,10,199900,Olney Transportation Center,3802,0,278580
16,10,199901,15th-Market,3806,0,278581
16,10,199902,15th-Market,3554,0,278581
16,10,199903,15th-Market,3552,0,278581
16,10,199904,15th-Market,3802,0,278581
16,10,199905,15th-Market,3803,0,278581
16,10,199906,15th-Market,3804,0,278581
16,10,199907,15th-Market,3806,0,278581
16,10,199908,15th-Market,3801,0,278581
16,10,199909,15th-Market,3802,0,278581
16,10,199910,15th-Market,3803,0,278581
16,10,199911,Cheltenham-Ogontz,3806,1,278584
16,10,199912,Cheltenham-Ogontz,3813,1,278584
16,10,199913,Cheltenham-Ogontz,3801,1,278584
16,10,199914,Cheltenham-Ogontz,3807,1,278584
16,10,199915,Cheltenham-Ogontz,3801,1,278584
16,10,199916,Cheltenham-Ogontz,3807,1,278584
16,10,199917,Cheltenham-Ogontz,3819,1,278584
16,10,199918,Cheltenham-Ogontz,3290,1,278584
16,10,199919,Cheltenham-Ogontz,3801,1,278584
16,10,199920,Cheltenham-Ogontz,3817,1,278584
16,10,199921,Cheltenham-Ogontz,3802,1,278584
16,10,199922,Cheltenham-Ogontz,3552,1,278584
16,10,199923,Cheltenham-Ogontz,3802,1,278584
16,10,199924,Cheltenham-Ogontz,3803,1,278584
16,10,199925,Cheltenham-Ogontz,3810,1,278584
16,10,199926,Cheltenham-Ogontz,3816,1,278584
16,10,199927,Cheltenham-Ogontz,3807,1,278584
16,10,199928,Cheltenham-Ogontz,3810,1,278584
16,10,199929,Cheltenham-Ogontz,3819,1,278584
16,10,199930,Cheltenham-Ogontz,3813,1,278584
16,10,199931,Cheltenham-Ogontz,3802,1,278584
16,10,199932,Cheltenham-Ogontz,3817,1,278584
16,10,199933,Cheltenham-Ogontz,3806,1,278584
16,10,199934,Cheltenham-Ogontz,3816,1,278584
16,10,199935,Cheltenham-Ogontz,3819,1,278584
16,10,199936,Cheltenham-Ogontz,3813,1,278584
16,10,199937,Cheltenham-Ogontz,3817,1,278584
16,10,199938,Cheltenham-Ogontz,3816,1,278584
16,10,199939,Cheltenham-Ogontz,3819,1,278584
16,10,199940,Cheltenham-Ogontz,3806,1,278584
16,10,199941,Cheltenham-Ogontz,3290,1,278584
16,10,199942,Cheltenham-Ogontz,3803,1,278584
16,10,199943,Cheltenham-Ogontz,3801,1,278584
16,10,199944,Cheltenham-Ogontz,3554,1,278584
16,10,199945,Cheltenham-Ogontz,3552,1,278584
16,10,199946,Cheltenham-Ogontz,3803,1,278584
16,10,199947,Cheltenham-Ogontz,3804,1,278584
16,10,199948,Cheltenham-Ogontz,3806,1,278584
16,10,199949,Cheltenham-Ogontz,3807,1,278584
16,10,199950,Cheltenham-Ogontz,3810,1,278584
16,10,199951,Cheltenham-Ogontz,3554,1,278584
16,10,199952,Cheltenham-Ogontz,3801,1,278584
16,10,199953,Cheltenham-Ogontz,3802,1,278584
16,10,199954,Cheltenham-Ogontz,3290,1,278584
16,10,199955,Cheltenham-Ogontz,3816,1,278584
16,10,199956,Cheltenham-Ogontz,3819,1,278584
16,10,199957,Cheltenham-Ogontz,3816,1,278584
16,10,199958,Cheltenham-Ogontz,3803,1,278584
16,10,199959,Cheltenham-Ogontz,3804,1,278584
16,10,199960,Cheltenham-Ogontz,3806,1,278584
16,10,199961,Cheltenham-Ogontz,3810,1,278584
16,10,199962,Cheltenham-Ogontz,3802,1,278584
17,10,200264,Penn's Landing,7312,0,278596
17,10,200265,Front-Market,7302,0,278591
17,10,200266,Penn's Landing,7309,0,278595
17,10,200267,Penn's Landing,7303,0,278596
17,10,200268,Penn's Landing,7318,0,278593
17,10,200269,Penn's Landing,7321,0,278594
17,10,200270,Penn's Landing,7319,0,278594
17,10,200271,Front-Market,7321,0,278591
17,10,200272,Penn's Landing,7305,0,278596
17,10,200273,Penn's Landing,7317,0,278595
17,10,200274,Penn's Landing,7311,0,278596
17,10,200275,Penn's Landing,7307,0,278596
17,10,200276,Penn's Landing,7318,0,278596
17,10,200277,Penn's Landing,7307,0,278596
17,10,200278,Penn's Landing,7321,0,278595
17,10,200279,Penn's Landing,7322,0,278596
17,10,200280,Penn's Landing,7316,0,278596
17,10,200281,Penn's Landing,7311,0,278595
17,10,200282,Front-Market,7301,0,278591
17,10,200283,Penn's Landing,7308,0,278596
17,10,200284,Penn's Landing,7309,0,278596
17,10,200285,Penn's Landing,7306,0,278594
17,10,200286,Penn's Landing,7309,0,278596
17,10,200287,Penn's Landing,7305,0,278596
17,10,200288,Penn's Landing,7307,0,278596
17,10,200289,Penn's Landing,7314,0,278596
17,10,200290,Penn's Landing,7316,0,278596
17,10,200291,Penn's Landing,7309,0,278596
17,10,200292,Penn's Landing,7315,0,278595
17,10,200293,Penn's Landing,7310,0,278596
17,10,200294,Penn's Landing,7301,0,278594
17,10,200295,Penn's Landing,7318,0,278596
17,10,200296,Penn's Landing,7311,0,278596
17,10,200297,Penn's Landing,7305,0,278596
17,10,200298,Penn's Landing,7314,0,278596
17,10,200299,Penn's Landing,7307,0,278595
17,10,200300,Penn's Landing,7317,0,278595
17,10,200301,Penn's Landing,7316,0,278596
17,10,200302,Penn's Landing,7319,0,278596
17,10,200303,Penn's Landing,7310,0,278596
17,10,200304,Penn's Landing,7320,0,278596
17,10,200305,Penn's Landing,7315,0,278595
17,10,200306,Penn's Landing,7311,0,278596
17,10,200307,Front-Market,7302,0,278597
17,10,200308,Penn's Landing,7307,0,278596
17,10,200309,Penn's Landing,7308,0,278595
17,10,200310,Penn's Landing,7314,0,278596
17,10,200311,Front-Market,7303,0,278591
17,10,200312,Penn's Landing,7301,0,278594
17,10,200313,Penn's Landing,7305,0,278593
17,10,200314,Penn's Landing,7302,0,278594
17,10,200315,Penn's Landing,7303,0,278594
17,10,200316,Penn's Landing,7304,0,278594
17,10,200317,Penn's Landing,7319,0,278596
17,10,200318,Penn's Landing,7317,0,278595
17,10,200319,Front-Market,7302,0,278591
17,10,200320,Penn's Landing,7309,0,278595
17,10,200321,Penn's Landing,7320,0,278596
17,10,200322,Penn's Landing,7315,0,278595
17,10,200323,Penn's Landing,7321,0,278594
17,10,200324,Penn's Landing,7318,0,278593
17,10,200325,Penn's Landing,7311,0,278594
17,10,200326,Penn's Landing,7310,0,278594
17,10,200327,Penn's Landing,7307,0,278593
17,10,200328,Penn's Landing,7312,0,278595
17,10,200329,Penn's Landing,7305,0,278596
17,10,200330,Penn's Landing,7311,0,278596
17,10,200331,Penn's Landing,7307,0,278596
17,10,200332,Penn's Landing,7314,0,278596
17,10,200333,Penn's Landing,7316,0,278596
17,10,200334,Penn's Landing,7315,0,278595
17,10,200335,Penn's Landing,7310,0,278596
17,10,200336,Penn's Landing,7309,0,278596
17,10,200337,Front-Market,7309,0,278588
17,10,200338,Penn's Landing,7318,0,278594
17,10,200339,Penn's Landing,7310,0,278596
17,10,200340,Penn's Landing,7304,0,278595
17,10,200341,Front-Market,7310,0,278585
17,10,200342,Penn's Landing,7302,0,278595
17,10,200343,Penn's Landing,7303,0,278596
17,10,200344,Penn's Landing,7319,0,278594
17,10,200345,Penn's Landing,7311,0,278595
17,10,200346,Front-Market,7306,0,278585
17,10,200347,Front-Market,7312,0,278585
17,10,200348,Penn's Landing,7319,0,278593
17,10,200349,Penn's Landing,7315,0,278594
17,10,200350,Penn's Landing,7321,0,278593
17,10,200351,Penn's Landing,7309,0,278594
