route_id,service_id,trip_id,trip_headsign,block_id,direction_id,shape_id 
12,12,199052,Columbus-Dock,7257,0,278543
12,12,199053,Columbus-Dock,7254,0,278543
12,12,199054,Columbus-Dock,7405,0,278543
12,12,199055,Columbus-Dock,7253,0,278543
12,12,199056,Columbus-Dock,7255,0,278543
12,12,199057,Columbus-Dock,7253,0,278543
12,12,199058,Columbus-Dock,7257,0,278543
12,12,199059,Columbus-Dock,7254,0,278543
12,12,199060,Columbus-Dock,7252,0,278543
12,12,199061,Columbus-Dock,7251,0,278543
12,12,199062,Columbus-Dock,7252,0,278543
12,12,199063,Columbus-Dock,7253,0,278543
12,12,199064,Columbus-Dock,7251,0,278543
12,12,199065,Columbus-Dock,7252,0,278543
12,12,199066,Columbus-Dock,7253,0,278543
12,12,199067,Columbus-Dock,7251,0,278543
12,12,199068,Columbus-Dock,7252,0,278543
12,12,199069,Columbus-Dock,7251,0,278543
12,12,199070,Columbus-Dock,7251,0,278543
12,12,199071,Columbus-Dock,7254,0,278543
12,12,199072,Columbus-Dock,7252,0,278543
12,12,199073,Columbus-Dock,7255,0,278543
12,12,199074,Columbus-Dock,7253,0,278543
12,12,199075,Columbus-Dock,7251,0,278543
12,12,199076,Columbus-Dock,7254,0,278543
12,12,199077,Columbus-Dock,7252,0,278543
12,12,199078,Columbus-Dock,7255,0,278543
12,12,199079,Columbus-Dock,7253,0,278543
12,12,199080,Columbus-Dock,7410,0,278543
12,12,199081,Columbus-Dock,7256,0,278543
12,12,199082,Columbus-Dock,7256,0,278543
12,12,199083,Columbus-Dock,7256,0,278543
12,12,199084,Columbus-Dock,7257,0,278543
12,12,199085,50th-Woodland,7252,1,278544
12,12,199086,50th-Woodland,7255,1,278544
12,12,199087,50th-Woodland,7253,1,278544
12,12,199088,50th-Woodland,7251,1,278544
12,12,199089,50th-Woodland,7252,1,278544
12,12,199090,50th-Woodland,7253,1,278544
12,12,199091,50th-Woodland,7257,1,278544
12,12,199092,50th-Woodland,7256,1,278544
12,12,199093,50th-Woodland,7255,1,278544
12,12,199094,50th-Woodland,7257,1,278544
12,12,199095,50th-Woodland,7256,1,278544
12,12,199096,50th-Woodland,7405,1,278544
12,12,199097,50th-Woodland,7255,1,278544
12,12,199098,50th-Woodland,7659,1,278544
12,12,199099,50th-Woodland,7257,1,278544
12,12,199100,50th-Woodland,7251,1,278544
12,12,199101,50th-Woodland,7256,1,278544
12,12,199102,50th-Woodland,7254,1,278544
12,12,199103,50th-Woodland,7405,1,278544
12,12,199104,50th-Woodland,7255,1,278544
12,12,199105,50th-Woodland,7253,1,278544
12,12,199106,50th-Woodland,7257,1,278544
12,12,199107,50th-Woodland,7254,1,278544
12,12,199108,50th-Woodland,7252,1,278544
12,12,199109,50th-Woodland,7252,1,278544
12,12,199110,50th-Woodland,7253,1,278544
12,12,199111,50th-Woodland,7251,1,278544
12,12,199112,50th-Woodland,7252,1,278544
12,12,199113,50th-Woodland,7251,1,278544
12,12,199114,50th-Woodland,7410,1,278544
12,12,199115,50th-Woodland,7410,1,278544
12,12,199116,50th-Woodland,7256,1,278544
12,12,199117,50th-Woodland,7255,1,278544
12,12,199118,50th-Woodland,7253,1,278544
12,12,199119,50th-Woodland,7251,1,278544
12,12,199120,50th-Woodland,7254,1,278544
12,12,199121,50th-Woodland,7252,1,278544
12,12,199122,50th-Woodland,7255,1,278544
12,12,199123,50th-Woodland,7253,1,278544
12,12,199124,50th-Woodland,7251,1,278544
12,12,199125,50th-Woodland,7254,1,278544
14,12,199594,Neshaminy Mall,1061,0,278559
14,12,199595,Neshaminy Mall,1062,0,278559
14,12,199596,Sesame Place via Neshaminy and Oxford Valley Malls,1057,0,278551
14,12,199597,Neshaminy Mall,1054,0,278559
14,12,199598,Neshaminy Mall,1063,0,278559
14,12,199599,Sesame Place via Neshaminy and Oxford Valley Malls,1058,0,278551
14,12,199600,Neshaminy Mall,1056,0,278559
14,12,199601,Neshaminy Mall,1055,0,278559
14,12,199602,Sesame Place via Neshaminy and Oxford Valley Malls,1064,0,278551
14,12,199603,Neshaminy Mall,1061,0,278559
14,12,199604,Neshaminy Mall,1062,0,278559
14,12,199605,Sesame Place via Neshaminy and Oxford Valley Malls,1059,0,278551
14,12,199606,Neshaminy Mall,1067,0,278547
14,12,199607,Neshaminy Mall,1451,0,278546
14,12,199608,Neshaminy Mall,1051,0,278547
14,12,199609,Neshaminy Mall,1052,0,278547
14,12,199610,Neshaminy Mall,1051,0,278547
14,12,199611,Sesame Place via Neshaminy and Oxford Valley Malls,1151,0,278550
14,12,199612,Neshaminy Mall,1053,0,278547
14,12,199613,Sesame Place via Neshaminy and Oxford Valley Malls,1052,0,278550
14,12,199614,Neshaminy Mall,1152,0,278547
14,12,199615,Neshaminy Mall,1153,0,278545
14,12,199616,Sesame Place via Neshaminy and Oxford Valley Malls,1054,0,278550
14,12,199617,Neshaminy Mall,1051,0,278547
14,12,199618,Neshaminy Mall,1055,0,278547
14,12,199619,Sesame Place via Neshaminy and Oxford Valley Malls,1053,0,278550
14,12,199620,Neshaminy Mall,1151,0,278547
14,12,199621,Neshaminy Mall,1056,0,278547
14,12,199622,Sesame Place via Neshaminy and Oxford Valley Malls,1153,0,278550
14,12,199623,Neshaminy Mall,1057,0,278546
14,12,199624,Sesame Place via Neshaminy and Oxford Valley Malls,1051,0,278550
14,12,199625,Neshaminy Mall,1058,0,278547
14,12,199626,Neshaminy Mall,1054,0,278559
14,12,199627,Sesame Place via Neshaminy and Oxford Valley Malls,1055,0,278551
14,12,199628,Neshaminy Mall,1053,0,278559
14,12,199629,Neshaminy Mall,1056,0,278559
14,12,199630,Neshaminy Mall,1065,0,278547
14,12,199631,Sesame Place via Neshaminy and Oxford Valley Malls,1068,0,278550
14,12,199632,Neshaminy Mall,1067,0,278547
14,12,199633,Neshaminy Mall,1063,0,278547
14,12,199634,Sesame Place via Neshaminy and Oxford Valley Malls,1065,0,278550
14,12,199635,Neshaminy Mall,1069,0,278547
14,12,199636,Sesame Place via Neshaminy and Oxford Valley Malls,1067,0,278550
14,12,199637,Neshaminy Mall,1069,0,278547
14,12,199638,Neshaminy Mall,1068,0,278547
14,12,199639,Neshaminy Mall,1066,0,278547
14,12,199640,Neshaminy Mall,1069,0,278546
14,12,199641,Neshaminy Mall,1065,0,278559
14,12,199642,Neshaminy Mall,1063,0,278559
14,12,199643,Sesame Place via Neshaminy and Oxford Valley Malls,1066,0,278551
14,12,199644,Neshaminy Mall,1067,0,278559
14,12,199645,Neshaminy Mall,1066,0,278547
14,12,199646,Neshaminy Mall,1068,0,278559
14,12,199647,Sesame Place via Neshaminy and Oxford Valley Malls,1061,0,278551
14,12,199648,Neshaminy Mall,1069,0,278559
14,12,199649,Neshaminy Mall,1065,0,278559
14,12,199650,Sesame Place via Neshaminy and Oxford Valley Malls,1063,0,278551
14,12,199651,Neshaminy Mall,1067,0,278559
14,12,199652,Neshaminy Mall,1068,0,278559
14,12,199653,Red Lion-Norcom,1059,0,278552
14,12,199654,Sesame Place via Neshaminy and Oxford Valley Malls,1066,0,278551
14,12,199655,Neshaminy Mall,1069,0,278547
14,12,199656,Sesame Place via Neshaminy and Oxford Valley Malls,1061,0,278550
14,12,199657,Sesame Place via Neshaminy and Oxford Valley Malls,1057,0,278551
14,12,199658,Neshaminy Mall,1059,0,278559
14,12,199659,Neshaminy Mall,1052,0,278559
14,12,199660,Sesame Place via Neshaminy and Oxford Valley Malls,1058,0,278551
14,12,199661,Neshaminy Mall via Byberry Industrial Park,1054,0,278560
14,12,199662,Neshaminy Mall,1060,0,278559
14,12,199663,Sesame Place via Neshaminy and Oxford Valley Malls,1053,0,278551
14,12,199664,Neshaminy Mall,1052,0,278547
14,12,199665,Neshaminy Mall,1056,0,278559
14,12,199666,Neshaminy Mall,1055,0,278559
14,12,199667,Sesame Place via Neshaminy and Oxford Valley Malls,1059,0,278551
14,12,199668,Frankford Transportation Center,1069,1,278565
14,12,199669,Frankford Transportation Center,1066,1,278565
14,12,199670,Frankford Transportation Center,1065,1,278564
14,12,199671,Frankford Transportation Center,1069,1,278565
14,12,199672,Frankford Transportation Center,1067,1,278564
14,12,199673,Frankford Transportation Center,1066,1,278565
14,12,199674,Frankford Transportation Center,1069,1,278565
14,12,199675,Frankford Transportation Center,1067,1,278565
14,12,199676,Frankford Transportation Center,1451,1,278565
14,12,199677,Frankford Transportation Center,1051,1,278565
14,12,199678,Frankford Transportation Center,1052,1,278565
14,12,199679,Frankford Transportation Center,1051,1,278565
14,12,199680,Frankford Transportation Center,1053,1,278565
14,12,199681,Frankford Transportation Center,1151,1,278564
14,12,199682,Frankford Transportation Center,1153,1,278565
14,12,199683,Frankford Transportation Center,1152,1,278565
14,12,199684,Frankford Transportation Center,1052,1,278564
14,12,199685,Frankford Transportation Center,1051,1,278565
14,12,199686,Frankford Transportation Center,1055,1,278565
14,12,199687,Frankford Transportation Center,1054,1,278564
14,12,199688,Frankford Transportation Center,1151,1,278565
14,12,199689,Frankford Transportation Center,1056,1,278565
14,12,199690,Frankford Transportation Center,1053,1,278564
14,12,199691,Frankford Transportation Center,1057,1,278565
14,12,199692,Frankford Transportation Center,1052,1,278565
14,12,199693,Frankford Transportation Center,1153,1,278564
14,12,199694,Frankford Transportation Center,1058,1,278565
14,12,199695,Frankford Transportation Center,1054,1,278576
14,12,199696,Frankford Transportation Center,1053,1,278576
14,12,199697,Frankford Transportation Center,1056,1,278576
14,12,199698,Frankford Transportation Center,1055,1,278566
14,12,199699,Frankford Transportation Center,1059,1,278576
14,12,199700,Frankford Transportation Center,1052,1,278576
14,12,199701,Frankford Transportation Center,1057,1,278566
14,12,199702,Frankford Transportation Center,1066,1,278564
14,12,199703,Frankford Transportation Center,1065,1,278565
14,12,199704,Frankford Transportation Center,1061,1,278564
14,12,199705,Frankford Transportation Center,1067,1,278565
14,12,199706,Frankford Transportation Center,1063,1,278565
14,12,199707,Frankford Transportation Center,1068,1,278564
14,12,199708,Frankford Transportation Center,1054,1,278574
14,12,199709,Frankford Transportation Center,1060,1,278576
14,12,199710,Frankford Transportation Center,1058,1,278566
14,12,199711,Frankford Transportation Center,1056,1,278576
14,12,199712,Frankford Transportation Center,1055,1,278576
14,12,199713,Frankford Transportation Center,1053,1,278566
14,12,199714,Frankford Transportation Center,1061,1,278576
14,12,199715,Frankford Transportation Center,1062,1,278576
14,12,199716,Frankford Transportation Center,1059,1,278566
14,12,199717,Frankford Transportation Center,1054,1,278576
14,12,199718,Frankford Transportation Center,1063,1,278576
14,12,199719,Frankford Transportation Center,1057,1,278566
14,12,199720,Frankford Transportation Center,1056,1,278576
14,12,199721,Frankford Transportation Center,1055,1,278576
14,12,199722,Frankford Transportation Center,1058,1,278566
14,12,199723,Frankford Transportation Center,1061,1,278574
14,12,199724,Frankford Transportation Center,1062,1,278576
14,12,199725,Frankford Transportation Center,1064,1,278566
14,12,199726,Frankford Transportation Center,1065,1,278576
14,12,199727,Frankford Transportation Center,1063,1,278576
14,12,199728,Frankford Transportation Center,1059,1,278566
14,12,199729,Frankford Transportation Center,1067,1,278576
14,12,199730,Frankford Transportation Center,1068,1,278576
14,12,199731,Frankford Transportation Center,1066,1,278566
14,12,199732,Frankford Transportation Center,1069,1,278576
14,12,199733,Frankford Transportation Center,1065,1,278576
14,12,199734,Frankford Transportation Center,1061,1,278566
14,12,199735,Frankford Transportation Center,1067,1,278576
14,12,199736,Frankford Transportation Center,1059,1,278578
14,12,199737,Frankford Transportation Center,1068,1,278576
14,12,199738,Frankford Transportation Center,1063,1,278566
14,12,199739,Frankford Transportation Center,1051,1,278566
14,12,199740,Frankford Transportation Center,1069,1,278565
16,12,200070,15th-Market,3804,0,278581
16,12,200071,15th-Market,3809,0,278581
16,12,200072,15th-Market,3805,0,278581
16,12,200073,15th-Market,3801,0,278581
16,12,200074,15th-Market,3810,0,278581
16,12,200075,15th-Market,3802,0,278581
16,12,200076,15th-Market,3804,0,278581
16,12,200077,15th-Market,3809,0,278581
16,12,200078,15th-Market,3805,0,278581
16,12,200079,Olney Transportation Center,3163,0,278580
16,12,200080,15th-Market,3813,0,278581
16,12,200081,Olney Transportation Center,3801,0,278580
16,12,200082,15th-Market,3810,0,278581
16,12,200083,Olney Transportation Center,3157,0,278580
16,12,200084,15th-Market,3085,0,278581
16,12,200085,Olney Transportation Center,3802,0,278580
16,12,200086,15th-Market,3811,0,278581
16,12,200087,15th-Market,3804,0,278581
16,12,200088,Olney Transportation Center,3804,0,278580
16,12,200089,15th-Market,3814,0,278581
16,12,200090,Olney Transportation Center,3809,0,278580
16,12,200091,15th-Market,3157,0,278581
16,12,200092,Olney Transportation Center,3805,0,278580
16,12,200093,15th-Market,3802,0,278581
16,12,200094,Olney Transportation Center,3813,0,278580
16,12,200095,15th-Market,3819,0,278581
16,12,200096,Olney Transportation Center,3810,0,278580
16,12,200097,15th-Market,3809,0,278581
16,12,200098,Olney Transportation Center,3805,0,278580
16,12,200099,15th-Market,3815,0,278581
16,12,200100,Olney Transportation Center,3811,0,278580
16,12,200101,15th-Market,3813,0,278581
16,12,200102,Olney Transportation Center,3814,0,278580
16,12,200103,15th-Market,3810,0,278581
16,12,200104,Olney Transportation Center,3805,0,278580
16,12,200105,15th-Market,3816,0,278581
16,12,200106,Olney Transportation Center,3334,0,278580
16,12,200107,15th-Market,3811,0,278581
16,12,200108,15th-Market,3814,0,278581
16,12,200109,15th-Market,3813,0,278581
16,12,200110,15th-Market,3815,0,278581
16,12,200111,15th-Market,3802,0,278581
16,12,200112,15th-Market,3820,0,278581
16,12,200113,15th-Market,3814,0,278581
16,12,200114,15th-Market,3289,0,278581
16,12,200115,15th-Market,3815,0,278581
16,12,200116,15th-Market,3819,0,278581
16,12,200117,15th-Market,3820,0,278581
16,12,200118,15th-Market,3289,0,278581
16,12,200119,15th-Market,3819,0,278581
16,12,200120,15th-Market,3820,0,278581
16,12,200121,15th-Market,3289,0,278581
16,12,200122,15th-Market,3819,0,278581
16,12,200123,15th-Market,3820,0,278581
16,12,200124,15th-Market,3801,0,278581
16,12,200125,15th-Market,3802,0,278581
16,12,200126,15th-Market,3804,0,278581
16,12,200127,15th-Market,3805,0,278581
16,12,200128,15th-Market,3801,0,278581
16,12,200129,Cheltenham-Ogontz,3820,1,278584
16,12,200130,Cheltenham-Ogontz,3289,1,278584
16,12,200131,Cheltenham-Ogontz,3819,1,278584
16,12,200132,Cheltenham-Ogontz,3820,1,278584
16,12,200133,Cheltenham-Ogontz,3805,1,278584
16,12,200134,Cheltenham-Ogontz,3801,1,278584
16,12,200135,Cheltenham-Ogontz,3804,1,278584
16,12,200136,Cheltenham-Ogontz,3802,1,278584
16,12,200137,Cheltenham-Ogontz,3804,1,278584
16,12,200138,Cheltenham-Ogontz,3289,1,278584
16,12,200139,Cheltenham-Ogontz,3819,1,278584
16,12,200140,Cheltenham-Ogontz,3820,1,278584
16,12,200141,Cheltenham-Ogontz,3801,1,278584
16,12,200142,Cheltenham-Ogontz,3802,1,278584
16,12,200143,Cheltenham-Ogontz,3811,1,278584
16,12,200144,Cheltenham-Ogontz,3809,1,278584
16,12,200145,Cheltenham-Ogontz,3805,1,278584
16,12,200146,Cheltenham-Ogontz,3801,1,278584
16,12,200147,Cheltenham-Ogontz,3810,1,278584
16,12,200148,Cheltenham-Ogontz,3157,1,278582
16,12,200149,Cheltenham-Ogontz,3802,1,278584
16,12,200150,Cheltenham-Ogontz,3163,1,278582
16,12,200151,Cheltenham-Ogontz,3804,1,278584
16,12,200152,Cheltenham-Ogontz,3801,1,278582
16,12,200153,Cheltenham-Ogontz,3809,1,278584
16,12,200154,Cheltenham-Ogontz,3157,1,278582
16,12,200155,Cheltenham-Ogontz,3805,1,278584
16,12,200156,Cheltenham-Ogontz,3802,1,278582
16,12,200157,Cheltenham-Ogontz,3813,1,278584
16,12,200158,Cheltenham-Ogontz,3804,1,278582
16,12,200159,Cheltenham-Ogontz,3810,1,278584
16,12,200160,Cheltenham-Ogontz,3809,1,278582
16,12,200161,Cheltenham-Ogontz,3815,1,278584
16,12,200162,Cheltenham-Ogontz,3085,1,278584
16,12,200163,Cheltenham-Ogontz,3805,1,278582
16,12,200164,Cheltenham-Ogontz,3811,1,278584
16,12,200165,Cheltenham-Ogontz,3813,1,278582
16,12,200166,Cheltenham-Ogontz,3814,1,278584
16,12,200167,Cheltenham-Ogontz,3814,1,278582
16,12,200168,Cheltenham-Ogontz,3810,1,278582
16,12,200169,Cheltenham-Ogontz,3157,1,278584
16,12,200170,Cheltenham-Ogontz,3805,1,278582
16,12,200171,Cheltenham-Ogontz,3802,1,278584
16,12,200172,Cheltenham-Ogontz,3811,1,278582
16,12,200173,Cheltenham-Ogontz,3804,1,278584
16,12,200174,Cheltenham-Ogontz,3809,1,278584
16,12,200175,Cheltenham-Ogontz,3344,1,278582
16,12,200176,Cheltenham-Ogontz,3815,1,278584
16,12,200177,Cheltenham-Ogontz,3813,1,278584
16,12,200178,Cheltenham-Ogontz,3810,1,278584
16,12,200179,Cheltenham-Ogontz,3816,1,278584
16,12,200180,Cheltenham-Ogontz,3814,1,278584
16,12,200181,Cheltenham-Ogontz,3813,1,278584
16,12,200182,Cheltenham-Ogontz,3819,1,278584
16,12,200183,Cheltenham-Ogontz,3820,1,278584
16,12,200184,Cheltenham-Ogontz,3814,1,278584
16,12,200185,Cheltenham-Ogontz,3289,1,278584
16,12,200186,Cheltenham-Ogontz,3815,1,278584
16,12,200187,Cheltenham-Ogontz,3819,1,278584
17,12,200682,Penn's Landing,7307,0,278594
17,12,200683,Penn's Landing,7313,0,278594
17,12,200684,Penn's Landing,7302,0,278594
17,12,200685,Penn's Landing,7303,0,278592
17,12,200686,Penn's Landing,7304,0,278594
17,12,200687,Penn's Landing,7301,0,278594
17,12,200688,Penn's Landing,7307,0,278594
17,12,200689,Penn's Landing,7306,0,278594
17,12,200690,Penn's Landing,7308,0,278594
17,12,200691,Penn's Landing,7305,0,278592
17,12,200692,Penn's Landing,7302,0,278594
17,12,200693,Penn's Landing,7303,0,278594
17,12,200694,Penn's Landing,7309,0,278594
17,12,200695,Penn's Landing,7304,0,278592
17,12,200696,Penn's Landing,7305,0,278592
17,12,200697,Penn's Landing,7306,0,278594
17,12,200698,Penn's Landing,7301,0,278594
17,12,200699,Penn's Landing,7306,0,278594
17,12,200700,Penn's Landing,7311,0,278592
17,12,200701,Penn's Landing,7310,0,278594
17,12,200702,Penn's Landing,7311,0,278594
17,12,200703,Penn's Landing,7305,0,278594
17,12,200704,Penn's Landing,7308,0,278592
17,12,200705,Penn's Landing,7303,0,278594
17,12,200706,Penn's Landing,7312,0,278594
17,12,200707,Penn's Landing,7309,0,278592
17,12,200708,Penn's Landing,7307,0,278594
17,12,200709,Penn's Landing,7306,0,278594
17,12,200710,Penn's Landing,7313,0,278594
17,12,200711,Penn's Landing,7311,0,278592
17,12,200712,Penn's Landing,7308,0,278594
17,12,200713,Penn's Landing,7303,0,278594
17,12,200714,Penn's Landing,7307,0,278594
17,12,200715,Penn's Landing,7304,0,278594
17,12,200716,Penn's Landing,7309,0,278594
17,12,200717,Penn's Landing,7312,0,278592
17,12,200718,Penn's Landing,7306,0,278594
17,12,200719,Penn's Landing,7308,0,278594
17,12,200720,Penn's Landing,7311,0,278594
17,12,200721,Penn's Landing,7314,0,278592
17,12,200722,Penn's Landing,7312,0,278594
17,12,200723,Penn's Landing,7315,0,278594
17,12,200724,Penn's Landing,7309,0,278592
17,12,200725,Penn's Landing,7313,0,278594
17,12,200726,Penn's Landing,7308,0,278594
17,12,200727,Penn's Landing,7314,0,278594
17,12,200728,Penn's Landing,7316,0,278594
17,12,200729,Penn's Landing,7307,0,278594
17,12,200730,Penn's Landing,7312,0,278594
17,12,200731,Penn's Landing,7309,0,278594
17,12,200732,Penn's Landing,7313,0,278594
17,12,200733,Penn's Landing,7314,0,278594
17,12,200734,Penn's Landing,7315,0,278592
17,12,200735,Penn's Landing,7308,0,278594
17,12,200736,Penn's Landing,7316,0,278594
17,12,200737,Penn's Landing,7312,0,278594
17,12,200738,Penn's Landing,7313,0,278594
17,12,200739,Penn's Landing,7315,0,278594
17,12,200740,Penn's Landing,7314,0,278593
17,12,200741,Penn's Landing,7316,0,278594
17,12,200742,Penn's Landing,7312,0,278594
17,12,200743,Penn's Landing,7315,0,278594
17,12,200744,Penn's Landing,7314,0,278593
17,12,200745,Penn's Landing,7316,0,278594
17,12,200746,Penn's Landing,7315,0,278594
17,12,200747,Penn's Landing,7314,0,278593
17,12,200748,Penn's Landing,7316,0,278594
17,12,200749,Penn's Landing,7315,0,278594
17,12,200750,Penn's Landing,7305,0,278594
17,12,200751,Penn's Landing,7307,0,278594
17,12,200752,Front-Market,7316,0,278591
17,12,200753,Penn's Landing,7311,0,278592
17,12,200754,Front-Market,7301,0,278591
17,12,200755,Front-Market,7302,0,278591
17,12,200756,Front-Market,7301,0,278591
17,12,200757,Front-Market,7302,0,278591
17,12,200758,Front-Market,7301,0,278591
17,12,200759,Front-Market,7302,0,278591
17,12,200760,Front-Market,7301,0,278591
17,12,200761,Penn's Landing,7303,0,278594
17,12,200762,Penn's Landing,7302,0,278594
17,12,200763,Penn's Landing,7301,0,278594
17,12,200764,Penn's Landing,7303,0,278594
17,12,200765,Front-Market,7302,0,278591
17,12,200766,Front-Market,7301,0,278591
17,12,200767,Penn's Landing,7302,0,278594
17,12,200768,Penn's Landing,7305,0,278594
17,12,200769,20th-Johnston,7302,1,278601
17,12,200770,20th-Johnston,7312,1,278601
17,12,200771,20th-Johnston,7315,1,278601
17,12,200772,20th-Johnston,7311,1,278601
17,12,200773,Broad-Pattison,7314,1,278602
17,12,200774,20th-Johnston,7303,1,278601
17,12,200775,20th-Johnston,7316,1,278601
17,12,200776,20th-Johnston,7315,1,278601
17,12,200777,20th-Johnston,7314,1,278601
17,12,200778,20th-Johnston,7316,1,278601
17,12,200779,20th-Johnston,7315,1,278601
17,12,200780,20th-Johnston,7316,1,278605
17,12,200781,20th-Johnston,7301,1,278605
17,12,200782,20th-Johnston,7302,1,278605
17,12,200783,20th-Johnston,7301,1,278605
17,12,200784,20th-Johnston,7302,1,278605
17,12,200785,20th-Johnston,7301,1,278605
17,12,200786,20th-Johnston,7302,1,278605
17,12,200787,20th-Johnston,7301,1,278605
17,12,200788,20th-Johnston,7302,1,278605
17,12,200789,20th-Johnston,7301,1,278605
17,12,200790,20th-Johnston,7303,1,278601
17,12,200791,20th-Johnston,7302,1,278601
17,12,200792,20th-Johnston,7301,1,278601
17,12,200793,Broad-Pattison,7303,1,278600
17,12,200794,20th-Johnston,7314,1,278601
17,12,200795,20th-Johnston,7302,1,278601
17,12,200796,20th-Johnston,7304,1,278601
17,12,200797,20th-Johnston,7301,1,278601
17,12,200798,Broad-Pattison,7305,1,278600
17,12,200799,20th-Johnston,7306,1,278601
17,12,200800,20th-Johnston,7303,1,278601
17,12,200801,Broad-Pattison,7304,1,278600
17,12,200802,20th-Johnston,7301,1,278601
17,12,200803,20th-Johnston,7307,1,278601
17,12,200804,20th-Johnston,7306,1,278601
17,12,200805,Broad-Pattison,7308,1,278600
17,12,200806,20th-Johnston,7305,1,278601
17,12,200807,20th-Johnston,7302,1,278601
17,12,200808,Broad-Pattison,7309,1,278600
17,12,200809,20th-Johnston,7303,1,278601
17,12,200810,20th-Johnston,7307,1,278601
17,12,200811,20th-Johnston,7304,1,278601
17,12,200812,20th-Johnston,7306,1,278601
17,12,200813,20th-Johnston,7310,1,278601
17,12,200814,Broad-Pattison,7311,1,278600
17,12,200815,20th-Johnston,7305,1,278601
17,12,200816,Broad-Pattison,7312,1,278600
17,12,200817,20th-Johnston,7307,1,278601
17,12,200818,20th-Johnston,7309,1,278601
17,12,200819,Broad-Pattison,7309,1,278600
17,12,200820,20th-Johnston,7312,1,278601
17,12,200821,20th-Johnston,7306,1,278601
17,12,200822,20th-Johnston,7313,1,278601
17,12,200823,20th-Johnston,7308,1,278601
17,12,200824,Broad-Pattison,7311,1,278600
17,12,200825,20th-Johnston,7314,1,278601
17,12,200826,20th-Johnston,7305,1,278601
17,12,200827,20th-Johnston,7307,1,278601
17,12,200828,20th-Johnston,7312,1,278601
17,12,200829,Broad-Pattison,7315,1,278600
17,12,200830,20th-Johnston,7309,1,278601
17,12,200831,20th-Johnston,7313,1,278601
17,12,200832,20th-Johnston,7308,1,278601
17,12,200833,20th-Johnston,7316,1,278601
17,12,200834,Broad-Pattison,7311,1,278600
17,12,200835,20th-Johnston,7307,1,278601
17,12,200836,20th-Johnston,7312,1,278601
17,12,200837,20th-Johnston,7309,1,278601
17,12,200838,20th-Johnston,7313,1,278601
17,12,200839,20th-Johnston,7315,1,278601
17,12,200840,20th-Johnston,7308,1,278601
17,12,200841,20th-Johnston,7303,1,278601
17,12,200842,Broad-Pattison,7314,1,278602
17,12,200843,20th-Johnston,7308,1,278601
17,12,200844,20th-Johnston,7316,1,278601
17,12,200845,20th-Johnston,7312,1,278601
17,12,200846,20th-Johnston,7311,1,278601
17,12,200847,Broad-Pattison,7313,1,278602
17,12,200848,20th-Johnston,7315,1,278601
17,12,200849,Broad-Pattison,7314,1,278602
17,12,200850,20th-Johnston,7316,1,278601
17,12,200851,20th-Johnston,7306,1,278601
17,12,200852,20th-Johnston,7313,1,278601
17,12,200853,Broad-Pattison,7305,1,278600
17,12,200854,20th-Johnston,7308,1,278601
17,12,200855,20th-Johnston,7307,1,278601
18,12,201454,Fox Chase,3003,0,278611
18,12,201455,Fox Chase,3008,0,278611
18,12,201456,Fox Chase,3006,0,278611
18,12,201457,Fox Chase,3005,0,278606
18,12,201458,Fox Chase,3006,0,278611
18,12,201459,Fox Chase,3504,0,278611
18,12,201460,Fox Chase,3003,0,278611
18,12,201461,Fox Chase,3015,0,278611
18,12,201462,Fox Chase,3018,0,278611
18,12,201463,Fox Chase,3020,0,278611
18,12,201464,Fox Chase,3017,0,278611
18,12,201465,Fox Chase,3022,0,278611
18,12,201466,Fox Chase,3014,0,278611
18,12,201467,Fox Chase,3007,0,278611
18,12,201468,Fox Chase,3016,0,278611
18,12,201469,Fox Chase,3006,0,278611
18,12,201470,Fox Chase,3005,0,278611
18,12,201471,Fox Chase,3503,0,278611
18,12,201472,Fox Chase,3021,0,278611
18,12,201473,Fox Chase,3007,0,278611
18,12,201474,Fox Chase,3008,0,278611
18,12,201475,Fox Chase,3013,0,278611
18,12,201476,Fox Chase,3010,0,278611
18,12,201477,Rising Sun-Knorr,3019,0,278609
18,12,201478,Fox Chase,3022,0,278611
18,12,201479,Fox Chase,3023,0,278611
18,12,201480,Fox Chase,3019,0,278611
18,12,201481,Fox Chase,3015,0,278611
18,12,201482,Fox Chase,3013,0,278611
18,12,201483,Fox Chase,3018,0,278611
18,12,201484,Fox Chase,3017,0,278611
18,12,201485,Fox Chase,3020,0,278611
18,12,201486,Fox Chase,3004,0,278611
18,12,201487,Fox Chase,3019,0,278611
18,12,201488,Fox Chase,3020,0,278611
18,12,201489,Fox Chase,3007,0,278606
18,12,201490,Fox Chase,3015,0,278611
18,12,201491,Fox Chase,3010,0,278611
18,12,201492,Fox Chase,3009,0,278611
18,12,201493,Fox Chase,3011,0,278611
18,12,201494,Fox Chase,3019,0,278611
18,12,201495,Fox Chase,3017,0,278611
18,12,201496,Fox Chase,3022,0,278611
18,12,201497,Fox Chase,3004,0,278606
18,12,201498,Fox Chase,3002,0,278611
18,12,201499,Fox Chase,3001,0,278611
18,12,201500,Fox Chase,3003,0,278606
18,12,201501,Rising Sun-Knorr,3023,0,278609
18,12,201502,Fox Chase,3006,0,278606
18,12,201503,Fox Chase,3005,0,278611
18,12,201504,Fox Chase,3001,0,278611
18,12,201505,Fox Chase,3012,0,278611
18,12,201506,Fox Chase,3014,0,278611
